ts,videoBitrate,videoIndex,videoPendingIndex,videoPendingMaxIndex,videoMaxIndex,videoBufferLength,videoDroppedFrames,videoLatencyCount,videoLatency,videoDownloadCount,videoDownload,videoRatioCount,videoRatio,videoMtp,videoEtp,videoLiveLatency,videoPlaybackRate,audioBitrate,audioIndex,audioPendingIndex,audioPendingMaxIndex,audioMaxIndex,audioBufferLength,audioDroppedFrames,audioLatencyCount,audioLatency,audioDownloadCount,audioDownload,audioRatioCount,audioRatio,audioMtp,audioEtp,Throughput,audioLiveLatency,audioPlaybackRate
17261541136,3843,8,8,8,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,7654,0,1
17261541137,3843,8,8,8,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,7654,0,1
17261541282,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541292,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541302,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541312,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541322,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541332,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541342,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541352,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541362,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541372,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541382,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541392,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541402,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541412,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
